N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
1984;0920170014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR UPAHUACHO 1;0920170007;0507080001;AYACUCHO;PARINACOCHAS;UPAHUACHO;UPAHUACHO;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/01/2021; 913,500 ; 203 
1985;0920170015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR UPAHUACHO 2;0920170008;0507080001;AYACUCHO;PARINACOCHAS;UPAHUACHO;UPAHUACHO;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/09/2017;31/01/2021; 900,000 ; 200 
1986;1820170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NEVATI;1820170001;1903060094;PASCO;OXAPAMPA;PUERTO BERMUDEZ;NEVATI;18;CERRO DE PASCO;75;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PROYECTOS CULMINADOS;15/08/2017;30/04/2021; 550,000 ; 100 
1987;1820170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN FRANCISCO DE CAHUAPANAS;1820170002;1903060051;PASCO;OXAPAMPA;PUERTO BERMUDEZ;SAN FRANCISCO DE CAHUAPANAS;18;CERRO DE PASCO;75;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PROYECTOS CULMINADOS;15/08/2017;30/06/2021; 550,000 ; 100 
1988;1820170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN PABLO;1820170003;1903060110;PASCO;OXAPAMPA;PUERTO BERMUDEZ;SAN PABLO;18;CERRO DE PASCO;75;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PROYECTOS CULMINADOS;15/08/2017;30/04/2021; 550,000 ; 100 
1989;1820170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ZUNGAROYALI;1820170004;1903060061;PASCO;OXAPAMPA;PUERTO BERMUDEZ;ZUNGAROYALI;18;CERRO DE PASCO;75;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Selva;PROYECTOS CULMINADOS;15/08/2017;30/04/2021; 550,000 ; 100 
1990;0220170001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 1;0220170001;2002060055;PIURA;AYABACA;PACAIPAMPA;CUMBICUS BAJO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1991;0220170002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 2;0220170002;2002060068;PIURA;AYABACA;PACAIPAMPA;MEJICO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1992;0220170003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 3;0220170003;2002060090;PIURA;AYABACA;PACAIPAMPA;CUMBICUS ALTO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1993;0220170004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 4;0220170004;2002060076;PIURA;AYABACA;PACAIPAMPA;TUCAQUE;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1994;0220170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 5;0220170009;2002060057;PIURA;AYABACA;PACAIPAMPA;SAN LAZARO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1995;0220170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 6;0220170010;2002060066;PIURA;AYABACA;PACAIPAMPA;PAPELILLO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1996;0220170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 7;0220170011;2002060039;PIURA;AYABACA;PACAIPAMPA;TULMAN DE MATALACAS;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1997;0220170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 8;0220170012;2002060056;PIURA;AYABACA;PACAIPAMPA;RAMADAS VILCAS;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1998;0220170009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 9;0220170005;2002060029;PIURA;AYABACA;PACAIPAMPA;LIVIN DE SAN PABLO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
1999;0220170010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 10;0220170006;2002060025;PIURA;AYABACA;PACAIPAMPA;LAGUNAS DE SAN PABLO;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
2000;0220170011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 11;0220170007;2002060051;PIURA;AYABACA;PACAIPAMPA;EL CARMEN DE CURILCAS;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
2001;0220170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACAIPAMPA 12;0220170008;2002060053;PIURA;AYABACA;PACAIPAMPA;MARAY DE CURILCAS;02;PIURA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;1/10/2017;30/09/2020; 450,000 ; 100 
2002;0320170005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL ARENAL;0320170005;0606130029;CAJAMARCA;CUTERVO;SANTO TOMAS;EL ARENAL;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/03/2021; 423,000 ; 94 
2003;0320170006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL PUEBLO LO HIZO;0320170006;0606130040;CAJAMARCA;CUTERVO;SANTO TOMAS;EL PUEBLO LO HIZO;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/03/2021; 477,000 ; 106 
2004;0320170007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VISTA ALEGRE;0320170007;0606130013;CAJAMARCA;CUTERVO;SANTO TOMAS;VISTA ALEGRE;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/03/2021; 468,000 ; 104 
2005;0320170008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN LUIS;0320170008;0606130039;CAJAMARCA;CUTERVO;SANTO TOMAS;SAN LUIS;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/03/2021; 450,000 ; 100 
2006;0320170009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LOS BAÑOS;0320170001;0613040009;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;LOS BAÑOS;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;30/12/2020; 468,000 ; 104 
2007;0320170010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LAS PAUCAS;0320170002;0613040004;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;LAS PAUCAS;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;30/12/2020; 409,500 ; 91 
2008;0320170011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CUSHIC;0320170003;0613040023;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;CUSHIC;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;30/12/2020; 499,500 ; 111 
2009;0320170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AGUA SALADA;0320170004;0613040015;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;AGUA SALADA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;30/12/2020; 454,500 ; 101 
2010;0420170015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LAGUNA SAN NICOLAS;0420170014;0601110041;CAJAMARCA;CAJAMARCA;NAMORA;LAGUNA SAN NICOLAS;04;CAJAMARCA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;7/08/2017;28/02/2021; 495,000 ; 110 
2011;0320170018;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MAZIN;0320170017;0608090005;CAJAMARCA;JAEN;SALLIQUE;MAZIN;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;15/01/2021; 450,000 ; 100 
2012;0320170019;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PASHUL;0320170018;0608090021;CAJAMARCA;JAEN;SALLIQUE;PASHUL;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;15/01/2021; 450,000 ; 100 
2013;0320170020;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAULACA;0320170019;0608090036;CAJAMARCA;JAEN;SALLIQUE;SAULACA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;15/01/2021; 405,000 ; 90 
2014;0320170021;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SHIMANA;0320170020;0608090034;CAJAMARCA;JAEN;SALLIQUE;SHIMANA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;15/01/2021; 495,000 ; 110 
2015;1720170012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LARAMARCA;1720170012;0906050001;HUANCAVELICA;HUAYTARA;LARAMARCA;LARAMARCA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 450,000 ; 100 
2016;1720170013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR QUERCO;1720170013;0906080001;HUANCAVELICA;HUAYTARA;QUERCO;QUERCO;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 585,000 ; 130 
2017;1720170014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTIAGO DE QUIRAHUARA;1720170014;0906140001;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;SANTIAGO DE QUIRAHUARA;09;ICA;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 517,500 ; 115 
2018;0320170014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LA RAMADA;0320170021;1403100031;LAMBAYEQUE;LAMBAYEQUE;SALAS;LA RAMADA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 396,000 ; 88 
2019;0320170015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PENACHI;0320170022;1403100027;LAMBAYEQUE;LAMBAYEQUE;SALAS;PENACHI;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 540,000 ; 120 
2020;0320170016;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AYAHUIL;0320170023;1403100023;LAMBAYEQUE;LAMBAYEQUE;SALAS;AYAHUIL;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 490,500 ; 109 
2021;0320170017;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SUCCHA ALTA;0320170024;1403100046;LAMBAYEQUE;LAMBAYEQUE;SALAS;SUCCHA ALTA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 382,500 ; 85 
2022;0320170022;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANGANA;0320170013;0604120011;CAJAMARCA;CHOTA;MIRACOSTA;SANGANA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 598,500 ; 133 
2023;0320170023;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ANGUYACO;0320170014;0604120021;CAJAMARCA;CHOTA;MIRACOSTA;ANGUYACU;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 369,000 ; 82 
2024;0320170024;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NIEVES;0320170015;0604120025;CAJAMARCA;CHOTA;MIRACOSTA;NIEVES;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 369,000 ; 82 
2025;0320170025;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PUQUIOPAMPA;0320170016;0604120016;CAJAMARCA;CHOTA;MIRACOSTA;PUQUIOPAMPA;03;CHICLAYO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;2/10/2017;31/01/2021; 360,000 ; 80 
2026;1020170018;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MOSCA;1020170018;1002060001;HUANUCO;AMBO;SAN FRANCISCO;MOSCA;10;HUANUCO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;11/09/2017;31/03/2021; 990,000 ; 220 
2027;1020170019;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ACOCHACAN (PACUYA);1020170019;1002060006;HUANUCO;AMBO;SAN FRANCISCO;ACOCHACAN (PACUYA);10;HUANUCO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;11/09/2017;31/03/2021; 450,000 ; 100 
2028;1020170020;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR QUIRCAN;1020170020;1002060039;HUANUCO;AMBO;SAN FRANCISCO;QUIRCAN;10;HUANUCO;74;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2017-RO Sierra;PROYECTOS CULMINADOS;11/09/2017;31/03/2021; 360,000 ; 80 
2029;0220170013;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 1";0220170040;2003050011;PIURA;HUANCABAMBA;LALAQUIZ;TAMBO GRANDE;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2030;0220170014;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 2";0220170041;2003050020;PIURA;HUANCABAMBA;LALAQUIZ;ULLMA;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2031;0220170015;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 3";0220170042;2003050023;PIURA;HUANCABAMBA;LALAQUIZ;MARAY CHICO;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2032;0220170016;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 4";0220170043;2003050035;PIURA;HUANCABAMBA;LALAQUIZ;SAN JUAN DE GUAYAQUILES;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2033;0220170017;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 5";0220170044;2003050003;PIURA;HUANCABAMBA;LALAQUIZ;CAPASHO;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2034;0220170018;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 6";0220170045;2003050008;PIURA;HUANCABAMBA;LALAQUIZ;PAYACA;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
2035;0220170019;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR
 LALAQUIZ 7";0220170046;2003050009;PIURA;HUANCABAMBA;LALAQUIZ;AMBUÑIQUE;02;PIURA;77;PP Acceso de Hog. Rurales a Mercados Loc. 2017-RO Sierra–Amp;PP Acceso de Hogares Rurales a Mercados Loc. 2017 - RO Sierra - Ampliación;PROYECTOS CULMINADOS;30/01/2018;30/01/2021; 472,500 ; 105 
